vacancy_name,company,link,salary_min,salary_max,salary_currency
Программист микроконтроллеров / встраиваемых систем / Математик,ООО Конструкторское Бюро-7,https://reutov.hh.ru/vacancy/73898606?from=vacancy_search_list&query=python,100000.0,,руб.
Инженер верификации ASIC/FPGA,"Цифровые решения, НПП",https://reutov.hh.ru/vacancy/76905062?from=vacancy_search_list&query=python,150000.0,,руб.
QA Инженер по нагрузочному тестированию,КИБЕР-РОМ,https://reutov.hh.ru/vacancy/76917382?from=vacancy_search_list&query=python,,,not stated
Data scientist (time series),Диалог Регионы,https://reutov.hh.ru/vacancy/77066869?from=vacancy_search_list&query=python,,,not stated
Инженер разработчик ПЛИС (FPGA),АО Акметрон,https://reutov.hh.ru/vacancy/76941529?from=vacancy_search_list&query=python,,,not stated
Технический писатель со знанием IT,Яндекс,https://reutov.hh.ru/vacancy/76569397?from=vacancy_search_list&query=python,,,not stated
Аналитик качества данных,Группа Самолет,https://reutov.hh.ru/vacancy/76004470?from=vacancy_search_list&query=python,,,not stated
Lead Data Scientist,Sensemachine,https://reutov.hh.ru/vacancy/75920088?from=vacancy_search_list&query=python,,,not stated
ML разработчика (NLP),Rambler&Co,https://reutov.hh.ru/vacancy/76975998?from=vacancy_search_list&query=python,,,not stated
Python-разработчик / DevOps / Автоматизатор,ООО ЭКВИО,https://reutov.hh.ru/vacancy/76912455?from=vacancy_search_list&query=python,,,not stated
Специалист по информационной безопасности (ФинТех),Sky Fort Technologies,https://reutov.hh.ru/vacancy/77091035?from=vacancy_search_list&query=python,,,not stated
Программист-исследователь (проект Поиск),VK,https://reutov.hh.ru/vacancy/70348054?from=vacancy_search_list&query=python,,,not stated
Главный аналитик Machine Learning (Python/SAS),Ингосстрах,https://reutov.hh.ru/vacancy/77134058?from=vacancy_search_list&query=python,,,not stated
Ведущий разработчик отдела интеграции (python),Группа компаний Астра,https://reutov.hh.ru/vacancy/73766191?from=vacancy_search_list&query=python,,,not stated
Automation QA Engineer (Удаленно),BAUM STORAGE,https://reutov.hh.ru/vacancy/74156676?from=vacancy_search_list&query=python,,,not stated
Продуктовый аналитик,Eqvanta,https://reutov.hh.ru/vacancy/74373458?from=vacancy_search_list&query=python,,,not stated
Начинающий специалист,Rebotica,https://reutov.hh.ru/vacancy/76927447?from=vacancy_search_list&query=python,,80000.0,руб.
Инженер-программист (Отдел по планшетным компьютерам),АО Аэроприбор-Восход,https://reutov.hh.ru/vacancy/46236237?from=vacancy_search_list&query=python,120000.0,120000.0,руб.
Аналитик Power BI,ООО Медиапоинт,https://reutov.hh.ru/vacancy/77130018?from=vacancy_search_list&query=python,,,not stated
Тестировщик,ООО Моринтех,https://reutov.hh.ru/vacancy/76453814?from=vacancy_search_list&query=python,,,not stated
"Ведущий инженер-программист (python, С/C++)",Контур,https://reutov.hh.ru/vacancy/76920492?from=vacancy_search_list&query=python,,,not stated
Data-Scientist / Дата-сайентист,Employcity,https://reutov.hh.ru/vacancy/76913797?from=vacancy_search_list&query=python,,,not stated
Разработчик С++,Яндекс,https://reutov.hh.ru/vacancy/76345440?from=vacancy_search_list&query=python,,,not stated
Руководитель отдела анализа данных/CDS,ГРИНМАНИ,https://reutov.hh.ru/vacancy/77023297?from=vacancy_search_list&query=python,,,not stated
Технический директор (CTO),ООО Верме,https://reutov.hh.ru/vacancy/76138730?from=vacancy_search_list&query=python,,,not stated
Product analyst (Беспилотные автомобили),Яндекс,https://reutov.hh.ru/vacancy/76970982?from=vacancy_search_list&query=python,,,not stated
Аналитик отдела валидации,АО Рейтинговое Агентство Эксперт РА,https://reutov.hh.ru/vacancy/69534347?from=vacancy_search_list&query=python,,,not stated
Тестировщик ПО,Группа компаний Астра,https://reutov.hh.ru/vacancy/68793466?from=vacancy_search_list&query=python,,,not stated
Аналитик базы данных,"Запад,ООО",https://reutov.hh.ru/vacancy/76611889?from=vacancy_search_list&query=python,,,not stated
Инженер в группу поддержки облачной платформы,Яндекс,https://reutov.hh.ru/vacancy/75572474?from=vacancy_search_list&query=python,,,not stated
Инженер в группу поддержки облачной платформы,Яндекс,https://reutov.hh.ru/vacancy/76010582?from=vacancy_search_list&query=python,,,not stated
Эксперт-аналитик в области Антифрод,Консалтика,https://reutov.hh.ru/vacancy/76356586?from=vacancy_search_list&query=python,,,not stated
Актуарий в страховую компанию,"Энергогарант, Страховая компания",https://reutov.hh.ru/vacancy/77080908?from=vacancy_search_list&query=python,,,not stated
Системный администратор (СУБД),"билайн: ИТ, Data, Digital",https://reutov.hh.ru/vacancy/76037317?from=vacancy_search_list&query=python,,,not stated
DevSecOps (специалист по безопасной разработке),Angara Security,https://reutov.hh.ru/vacancy/72339581?from=vacancy_search_list&query=python,,,not stated
Программист,Weborama Russia,https://reutov.hh.ru/vacancy/76152791?from=vacancy_search_list&query=python,,,not stated
ML-Researcher (NLP),МФТИ ГУ,https://reutov.hh.ru/vacancy/76006351?from=vacancy_search_list&query=python,210000.0,,руб.
DevOps Engineer,HR Prime,https://reutov.hh.ru/vacancy/76683609?from=vacancy_search_list&query=python,3000.0,5000.0,EUR
Senior DevOps,Пикабу,https://reutov.hh.ru/vacancy/77014448?from=vacancy_search_list&query=python,,400000.0,руб.
Ведущий разработчик мобильных приложений,ООО ЮниСейф,https://reutov.hh.ru/vacancy/77059777?from=vacancy_search_list&query=python,150000.0,,руб.
ML-Researcher (NLP),МФТИ ГУ,https://reutov.hh.ru/vacancy/76471092?from=vacancy_search_list&query=python,170000.0,210000.0,руб.
Junior Data Engineer,Сбер. Data Science,https://reutov.hh.ru/vacancy/75751501?from=vacancy_search_list&query=python,,,not stated
DilOS (illumos based) developer,ООО Арго Технолоджи Ист,https://reutov.hh.ru/vacancy/46679386?from=vacancy_search_list&query=python,,,not stated
Data Engineer,ООО Лаборатория Наносемантика,https://reutov.hh.ru/vacancy/76958463?from=vacancy_search_list&query=python,,,not stated
Python-разработчик (команда IaaS сервисы в VK Cloud),"VK, Цифровые технологии",https://reutov.hh.ru/vacancy/76026102?from=vacancy_search_list&query=python,,,not stated
Методист направления Основы компьютерных наук (Methodologist of Fundamentals of Computer Science),Глухова Ирина,https://reutov.hh.ru/vacancy/76165336?from=vacancy_search_list&query=python,,,not stated
Data Engineer (Backend),ООО Цифромед,https://reutov.hh.ru/vacancy/77120466?from=vacancy_search_list&query=python,,,not stated
Разработчик (backend Python) middle/senior,ООО Моринтех,https://reutov.hh.ru/vacancy/77085204?from=vacancy_search_list&query=python,,,not stated
Senior Python Developer,ООО ГПМ Партнер,https://reutov.hh.ru/vacancy/75955238?from=vacancy_search_list&query=python,,,not stated
Senior Python Developer,ООО ГПМ Партнер,https://reutov.hh.ru/vacancy/77125729?from=vacancy_search_list&query=python,,,not stated
Мануальный тестировщик backend,ООО Ритм,https://reutov.hh.ru/vacancy/76964474?from=vacancy_search_list&query=python,,,not stated
Аналитик технической поддержки BI-системы,Триафлай,https://reutov.hh.ru/vacancy/75576564?from=vacancy_search_list&query=python,,,not stated
Senior Python developer,Rutube,https://reutov.hh.ru/vacancy/67540644?from=vacancy_search_list&query=python,,,not stated
Инженер корпоративных систем,ООО Грин Лайт Технолоджи,https://reutov.hh.ru/vacancy/76374423?from=vacancy_search_list&query=python,,,not stated
Embedded-разработчик в команду беспилотных технологий,Яндекс,https://reutov.hh.ru/vacancy/73090629?from=vacancy_search_list&query=python,,,not stated
Специалист технической поддержки WMS в Маркет,Яндекс,https://reutov.hh.ru/vacancy/77137107?from=vacancy_search_list&query=python,,,not stated
Lead Data Engineer (удаленно),ГК Медси. Управляющая компания,https://reutov.hh.ru/vacancy/76243485?from=vacancy_search_list&query=python,300000.0,400000.0,руб.
Ведущий специалист по безопасности приложений (AppSec),Carcade Leasing,https://reutov.hh.ru/vacancy/66772217?from=vacancy_search_list&query=python,,330000.0,руб.
Python Backend Developer (Senior/Remote),JetLend,https://reutov.hh.ru/vacancy/76870825?from=vacancy_search_list&query=python,,300000.0,руб.
Python-разработчик (Автоматизация сетевых сервисов),Сбер. IT,https://reutov.hh.ru/vacancy/76901352?from=vacancy_search_list&query=python,,,not stated
RPA-разработчик,HARTUNG,https://reutov.hh.ru/vacancy/76140034?from=vacancy_search_list&query=python,,,not stated
Аналитик витрины данных (Средний и малый бизнес),"ПАО ВТБ, Средний и малый бизнес",https://reutov.hh.ru/vacancy/71157906?from=vacancy_search_list&query=python,,,not stated
Разработчик на С++ в Маркет,Яндекс,https://reutov.hh.ru/vacancy/76977950?from=vacancy_search_list&query=python,,,not stated
Deep Learning Engineer (Маруся),VK,https://reutov.hh.ru/vacancy/44531061?from=vacancy_search_list&query=python,,,not stated
Инженер-исследователь (г. Астана),НПЦ Динамика,https://reutov.hh.ru/vacancy/77005147?from=vacancy_search_list&query=python,,,not stated
Data Analyst,ООО Апптимизм,https://reutov.hh.ru/vacancy/76277824?from=vacancy_search_list&query=python,,,not stated
Ведущий специалист (портфельный аналитик) Отдела управления розничными рисками,Тойота Банк,https://reutov.hh.ru/vacancy/76129843?from=vacancy_search_list&query=python,,,not stated
Руководитель группы разработки,Вокорд,https://reutov.hh.ru/vacancy/76986410?from=vacancy_search_list&query=python,,,not stated
Senior Python developer,SUNLIGHT/САНЛАЙТ,https://reutov.hh.ru/vacancy/66147239?from=vacancy_search_list&query=python,,,not stated
QA инженер (Python),Сбер. IT,https://reutov.hh.ru/vacancy/76856846?from=vacancy_search_list&query=python,,,not stated
Backend разработчик python (middle+/senior),Газпром нефть,https://reutov.hh.ru/vacancy/76934452?from=vacancy_search_list&query=python,,,not stated
Продуктовый аналитик со знанием web-аналитики,ООО Маркет Папа,https://reutov.hh.ru/vacancy/76941208?from=vacancy_search_list&query=python,,,not stated
Data Engineer,ООО Апптимизм,https://reutov.hh.ru/vacancy/74005859?from=vacancy_search_list&query=python,,,not stated
Senior Python разработчик,Домклик,https://reutov.hh.ru/vacancy/68918046?from=vacancy_search_list&query=python,,,not stated
Эксперт,Банк Открытие,https://reutov.hh.ru/vacancy/77059325?from=vacancy_search_list&query=python,,,not stated
Python Team Lead,Ростелеком - Центры обработки данных,https://reutov.hh.ru/vacancy/77136977?from=vacancy_search_list&query=python,,,not stated
Программист инфраструктуры,ООО Смарт Энджинс Сервис,https://reutov.hh.ru/vacancy/76939663?from=vacancy_search_list&query=python,150000.0,200000.0,руб.
Ведущий аналитик,Агентство стратегического развития «ЦЕНТР»,https://reutov.hh.ru/vacancy/75963869?from=vacancy_search_list&query=python,90000.0,120000.0,руб.
Ведущий разработчик программного обеспечения,Zelax,https://reutov.hh.ru/vacancy/76960162?from=vacancy_search_list&query=python,150000.0,,руб.
Младший системный администратор,Mindbox,https://reutov.hh.ru/vacancy/74389227?from=vacancy_search_list&query=python,60000.0,90000.0,руб.
Эксперт по информационной безопасности в разработке (ИТ),КИБЕР-РОМ,https://reutov.hh.ru/vacancy/73996990?from=vacancy_search_list&query=python,250000.0,,руб.
Системный администратор Linux (удаленная работа),StormWall™,https://reutov.hh.ru/vacancy/76082751?from=vacancy_search_list&query=python,,200000.0,руб.
Системный/бизнес аналитик,ИП Мамаева Ирина Анатольевна,https://reutov.hh.ru/vacancy/76987767?from=vacancy_search_list&query=python,250000.0,,руб.
"Инженер-разработчик ПЛИС (ППВМ, FPGA, VHDL / Verilog)",НТЦ Радуга,https://reutov.hh.ru/vacancy/71291373?from=vacancy_search_list&query=python,80000.0,150000.0,руб.
Разработчик платформы аналитики в Маркет,Яндекс,https://reutov.hh.ru/vacancy/75611208?from=vacancy_search_list&query=python,,,not stated
C++ Разработчик в Браузер,Яндекс,https://reutov.hh.ru/vacancy/76204816?from=vacancy_search_list&query=python,,,not stated
"Инженер по автоматизации тестирования Python, Поиск и Каталог, Личный кабинет продавца",Ozon Информационные технологии,https://reutov.hh.ru/vacancy/76511478?from=vacancy_search_list&query=python,,,not stated
DevOps (удаленная работа),Связной,https://reutov.hh.ru/vacancy/76053000?from=vacancy_search_list&query=python,,,not stated
Data Scientist,ООО КомплИТех,https://reutov.hh.ru/vacancy/77079497?from=vacancy_search_list&query=python,,,not stated
Разработчик/Аналитик SQL,Сбер. Data Science,https://reutov.hh.ru/vacancy/70044985?from=vacancy_search_list&query=python,,,not stated
HR Аналитик,Яндекс,https://reutov.hh.ru/vacancy/75995261?from=vacancy_search_list&query=python,,,not stated
Системный администратор,Релиз,https://reutov.hh.ru/vacancy/76242101?from=vacancy_search_list&query=python,,,not stated
AntiFraud Data Analyst,Райффайзен Банк,https://reutov.hh.ru/vacancy/75882933?from=vacancy_search_list&query=python,,,not stated
DevOps инженер,Corporate Performance Systems,https://reutov.hh.ru/vacancy/76870753?from=vacancy_search_list&query=python,,,not stated
Продуктовый аналитик в Яндекс Еду,Яндекс,https://reutov.hh.ru/vacancy/75646244?from=vacancy_search_list&query=python,,,not stated
DevSecOps,SberTech,https://reutov.hh.ru/vacancy/77136765?from=vacancy_search_list&query=python,,,not stated
Инженер по автоматизации тестирования в команду краткосрочной аренды Авито,АВИТО ТЕХ: разработка,https://reutov.hh.ru/vacancy/76451550?from=vacancy_search_list&query=python,,320000.0,руб.
DevOps Engineer,Perfect Panel,https://reutov.hh.ru/vacancy/76418401?from=vacancy_search_list&query=python,200000.0,,руб.
Главный специалист администрирования удаленных каналов (офисный формат м.Технопарк),Outlines Technologies,https://reutov.hh.ru/vacancy/71417407?from=vacancy_search_list&query=python,,210000.0,руб.
Бизнес-аналитик,"Стройтрансгаз, ГК",https://reutov.hh.ru/vacancy/76925021?from=vacancy_search_list&query=python,150000.0,,руб.
Data Engineer,"Hi, Rockits!",https://reutov.hh.ru/vacancy/77019444?from=vacancy_search_list&query=python,240000.0,,руб.
Аналитик игр в студию Redux Games,ООО Юкси Прождект,https://reutov.hh.ru/vacancy/76734449?from=vacancy_search_list&query=python,,,not stated
Старший инженер - тестировщик встраиваемого ПО,ООО АМДтехнологии,https://reutov.hh.ru/vacancy/76776107?from=vacancy_search_list&query=python,,,not stated
Python developer (Middle),"ПАО МегаФон, IT",https://reutov.hh.ru/vacancy/76843358?from=vacancy_search_list&query=python,,,not stated
Project Manager (IT),idaproject,https://reutov.hh.ru/vacancy/76350080?from=vacancy_search_list&query=python,,,not stated
Аналитик в команду операционного управления сервиса путешествий,Туту.ру,https://reutov.hh.ru/vacancy/76913091?from=vacancy_search_list&query=python,,,not stated
Инженер доступности сервисов / Site Reliability Engineer (SRE) работа в РФ,Леруа Мерлен. Центральный офис,https://reutov.hh.ru/vacancy/76333977?from=vacancy_search_list&query=python,,,not stated
C разработчик,ООО Вебмониторэкс,https://reutov.hh.ru/vacancy/76554854?from=vacancy_search_list&query=python,,,not stated
Release Engineer,Группа Самолет,https://reutov.hh.ru/vacancy/75566306?from=vacancy_search_list&query=python,,,not stated
Marketing Analyst,Метр квадратный,https://reutov.hh.ru/vacancy/76038884?from=vacancy_search_list&query=python,,,not stated
DevOps Engineer,Lesta Games,https://reutov.hh.ru/vacancy/76078332?from=vacancy_search_list&query=python,,,not stated
Middle Python developer,АО РТСофт,https://reutov.hh.ru/vacancy/76868710?from=vacancy_search_list&query=python,,,not stated
Инженер-верификатор,АО БАЙКАЛ ЭЛЕКТРОНИКС,https://reutov.hh.ru/vacancy/48173548?from=vacancy_search_list&query=python,,,not stated
Системный инженер в команду беспилотных автомобилей,Яндекс,https://reutov.hh.ru/vacancy/76977170?from=vacancy_search_list&query=python,,,not stated
Разработчик бэкенда в Путешествия,Яндекс,https://reutov.hh.ru/vacancy/70824401?from=vacancy_search_list&query=python,,,not stated
Инженер по нагрузочному тестированию,"Компания «СПОРТМАСТЕР», Sportmaster Lab",https://reutov.hh.ru/vacancy/76558448?from=vacancy_search_list&query=python,,,not stated
Reverse Engineer / Вирусный аналитик / Реверc инженер,Наумова Диана Петровна,https://reutov.hh.ru/vacancy/76989033?from=vacancy_search_list&query=python,300000.0,350000.0,руб.
Ведущий back-end программист (javascript) (удаленно),ООО ВойсЛинк,https://reutov.hh.ru/vacancy/76859315?from=vacancy_search_list&query=python,200000.0,,руб.
Fullstack-разработчик (.NET),ООО НАУЧНАЯ ЭЛЕКТРОННАЯ БИБЛИОТЕКА,https://reutov.hh.ru/vacancy/76957832?from=vacancy_search_list&query=python,80000.0,100000.0,руб.
Программист С++/Qt (клиент для CommuniGate Pro),CommuniGate Systems Russia,https://reutov.hh.ru/vacancy/76455731?from=vacancy_search_list&query=python,150000.0,200000.0,руб.
Инженер по тестированию,ГКУ города Москвы Центр занятости населения города Москвы,https://reutov.hh.ru/vacancy/73806829?from=vacancy_search_list&query=python,,75000.0,руб.
Инженер логического проектирования,АО МЦСТ,https://reutov.hh.ru/vacancy/76052014?from=vacancy_search_list&query=python,200000.0,,руб.
Web-программист/front-end разработчик,МД Информационные Системы,https://reutov.hh.ru/vacancy/77022963?from=vacancy_search_list&query=python,150000.0,235000.0,руб.
Middle backend developer,ООО Смартекс,https://reutov.hh.ru/vacancy/76985126?from=vacancy_search_list&query=python,,,not stated
Middle QA Engineer,AERODISK,https://reutov.hh.ru/vacancy/76111839?from=vacancy_search_list&query=python,,,not stated
Senior Python разработчик (PT NAD),Positive Technologies,https://reutov.hh.ru/vacancy/76678935?from=vacancy_search_list&query=python,,,not stated
Системный администратор,Content AI,https://reutov.hh.ru/vacancy/76915008?from=vacancy_search_list&query=python,,,not stated
Python developer (ВТБ Лизинг),"Иннотех, Группа компаний",https://reutov.hh.ru/vacancy/76118071?from=vacancy_search_list&query=python,,,not stated
Lead Product Analyst (Команда беспилотных автомобилей),Яндекс,https://reutov.hh.ru/vacancy/76402003?from=vacancy_search_list&query=python,,,not stated
Эксперт департамента сертификации и тестирования (аудит кода),АО НПО Эшелон,https://reutov.hh.ru/vacancy/76939283?from=vacancy_search_list&query=python,,,not stated
Руководитель отдела разработки,Группа Самолет,https://reutov.hh.ru/vacancy/76328492?from=vacancy_search_list&query=python,,,not stated
Ведущий разработчик (OeBS),"билайн: ИТ, Data, Digital",https://reutov.hh.ru/vacancy/76133269?from=vacancy_search_list&query=python,,,not stated
DevSecOps Engineer,Группа Самолет,https://reutov.hh.ru/vacancy/76418778?from=vacancy_search_list&query=python,,,not stated
Senior Python разработчик,Международная медиагруппа Россия сегодня (МИА Россия сегодня),https://reutov.hh.ru/vacancy/75841200?from=vacancy_search_list&query=python,,,not stated
Machine learning engineer,AliExpress Россия,https://reutov.hh.ru/vacancy/76000617?from=vacancy_search_list&query=python,,,not stated
DevOps-инженер,Hibirit,https://reutov.hh.ru/vacancy/75978927?from=vacancy_search_list&query=python,,,not stated
